primary_track,program_duration_days,placed,employment_status,highest_level_of_education,biggest_challenge_in_search,work_authorization_status,number_of_interviews,number_of_applications,professional_experience_num
SWE,19.0,1,Unemployed,"Some College, No Degree",CV issue,Citizen,3.0,40,0.5
SWE,196.0,1,Unemployed,Bachelor's Degree,CV issue,Citizen,0.0,25,1.5
PSO,161.0,1,Contractor,Bachelor's Degree,Interview skills,Green Card,0.0,40,5.0
SWE,112.0,0,Employed,Master's Degree,CV issue,Other,2.0,20,0.5
Design,52.0,1,Unemployed,Bachelor's Degree,Interview skills,Other,0.0,10,1.5
PSO,112.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,0.0,15,3.5
Other,226.0,0,Student,Bachelor's Degree,Interview skills,Citizen,0.0,70,5.0
Design,208.0,0,Unemployed,"Some College, No Degree",Career clarity,Green Card,3.0,0,0.5
Data,137.0,0,Student,Bachelor's Degree,Tech issue,Other,2.0,140,5.0
SWE,340.0,1,Employed,Bachelor's Degree,CV issue,Other,0.0,30,1.5
SWE,160.0,0,Employed,Bachelor's Degree,CV issue,Other,1.0,1,3.5
SWE,112.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,1.0,50,0.5
SWE,35.0,1,Employed,Bachelor's Degree,Career clarity,Citizen,4.0,70,1.5
Data,321.0,0,Unemployed,Bachelor's Degree,CV issue,Other,3.0,5,3.5
Design,160.0,1,Unemployed,Bachelor's Degree,Interview skills,Other,1.0,60,0.5
SWE,112.0,0,Student,"Some College, No Degree",CV issue,Other,5.0,45,3.5
Data,6.0,0,Student,Master's Degree,Interview skills,Other,0.0,45,5.0
SWE,105.0,0,Employed,Master's Degree,Interview skills,Citizen,5.0,25,1.5
PSO,127.0,1,Employed,Bachelor's Degree,CV issue,Other,20.0,70,5.0
SWE,4.0,0,Unemployed,Master's Degree,CV issue,Other,1.0,15,1.5
SWE,114.0,1,Employed,Bachelor's Degree,Tech issue,Other,0.0,0,1.5
SWE,33.0,1,Unemployed,Bachelor's Degree,CV issue,Other,6.0,45,1.5
PSO,112.0,0,Unemployed,"Some College, No Degree",CV issue,Citizen,1.0,1,1.5
Data,323.0,0,Employed,Bachelor's Degree,Tech issue,Citizen,1.0,45,1.5
SWE,311.0,1,Employed,Bachelor's Degree,Career clarity,Other,5.0,50,1.5
SWE,276.0,1,Unemployed,Bachelor's Degree,CV issue,Citizen,2.0,45,3.5
Data,301.0,1,Student,Bachelor's Degree,Interview skills,Citizen,3.0,7,1.5
SWE,293.0,1,Student,Master's Degree,CV issue,Citizen,1.0,9,5.0
SWE,112.0,0,Employed,Master's Degree,CV issue,Other,2.0,3,0.5
PSO,129.0,1,Unemployed,Bachelor's Degree,Tech issue,Citizen,4.0,25,3.5
SWE,112.0,0,Student,Master's Degree,CV issue,Green Card,0.0,15,5.0
Design,37.0,0,Employed,Master's Degree,Tech issue,Citizen,0.0,50,0.5
SWE,8.0,0,Student,Bachelor's Degree,Interview skills,Citizen,1.0,25,5.0
Data,260.0,1,Student,Master's Degree,Interview skills,Other,4.0,35,1.5
Design,7.0,0,Student,Master's Degree,Interview skills,Other,0.0,15,5.0
SWE,229.0,1,Employed,Master's Degree,Career clarity,Citizen,2.0,15,3.5
SWE,112.0,0,Unemployed,Master's Degree,Tech issue,Green Card,2.0,40,5.0
SWE,197.0,1,Contractor,Bachelor's Degree,Interview skills,Citizen,1.0,120,3.5
Data,171.0,1,Student,Bachelor's Degree,Career clarity,Other,7.0,9,0.5
Data,13.0,1,Unemployed,Bachelor's Degree,CV issue,Other,1.0,5,1.5
Data,119.0,1,Unemployed,Master's Degree,CV issue,Citizen,1.0,70,3.5
SWE,78.0,0,Contractor,"Some College, No Degree",CV issue,Other,4.0,25,3.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,1.0,30,1.5
SWE,0.0,0,Student,Bachelor's Degree,Interview skills,Green Card,0.0,6,0.5
PSO,117.0,1,Employed,Master's Degree,CV issue,Citizen,0.0,25,1.5
SWE,303.0,1,Student,Bachelor's Degree,Interview skills,Citizen,4.0,35,1.5
Design,0.0,0,Unemployed,Bachelor's Degree,CV issue,Other,0.0,45,1.5
PSO,112.0,0,Unemployed,Bachelor's Degree,Tech issue,Other,4.0,70,1.5
PSO,112.0,0,Unemployed,Master's Degree,CV issue,Citizen,0.0,35,1.5
Design,0.0,0,Student,Master's Degree,Interview skills,Citizen,4.0,40,5.0
PSO,112.0,0,Unemployed,Bachelor's Degree,CV issue,Other,0.0,8,1.5
SWE,261.0,1,Unemployed,Bachelor's Degree,CV issue,Citizen,0.0,10,1.5
Data,30.0,1,Student,Bachelor's Degree,Interview skills,Citizen,3.0,15,0.5
SWE,11.0,0,Student,Master's Degree,CV issue,Other,0.0,5,3.5
SWE,53.0,1,Student,Bachelor's Degree,Career clarity,Citizen,5.0,35,5.0
SWE,257.0,1,Employed,Bachelor's Degree,Career clarity,Other,0.0,3,3.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Other,0.0,8,1.5
SWE,6.0,0,Employed,Bachelor's Degree,CV issue,Other,0.0,35,1.5
SWE,197.0,0,Employed,Bachelor's Degree,Interview skills,Other,1.0,25,1.5
Data,287.0,1,Employed,Master's Degree,CV issue,Other,2.0,15,3.5
PSO,170.0,1,Unemployed,Master's Degree,CV issue,Citizen,4.0,2,1.5
SWE,13.0,0,Employed,Master's Degree,CV issue,Citizen,0.0,100,0.5
SWE,180.0,0,Employed,Bachelor's Degree,CV issue,Citizen,5.0,30,5.0
SWE,0.0,0,Employed,Bachelor's Degree,Career clarity,Citizen,4.0,80,3.5
SWE,2.0,0,Student,Bachelor's Degree,CV issue,Citizen,20.0,140,1.5
SWE,112.0,0,Employed,"Some College, No Degree",Interview skills,Other,6.0,35,0.5
SWE,139.0,0,Unemployed,Bachelor's Degree,Tech issue,Citizen,0.0,140,0.5
Design,112.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,2.0,15,5.0
SWE,112.0,0,Student,Master's Degree,Interview skills,Citizen,1.0,30,1.5
PSO,10.0,0,Employed,Bachelor's Degree,CV issue,Citizen,3.0,70,3.5
Data,112.0,0,Employed,"Some College, No Degree",CV issue,Citizen,1.0,15,3.5
SWE,363.0,0,Employed,Master's Degree,CV issue,Other,2.0,9,1.5
Design,229.0,1,Contractor,Bachelor's Degree,Interview skills,Other,0.0,3,0.5
SWE,12.0,0,Contractor,Master's Degree,CV issue,Citizen,3.0,20,1.5
SWE,301.0,1,Employed,Bachelor's Degree,CV issue,Citizen,0.0,9,3.5
SWE,112.0,0,Student,Master's Degree,Tech issue,Other,4.0,2,1.5
SWE,10.0,0,Unemployed,Bachelor's Degree,CV issue,Other,0.0,60,1.5
Design,0.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,1.0,70,0.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,6.0,50,1.5
SWE,131.0,1,Employed,Doctorate or Professional Degree,CV issue,Other,4.0,0,3.5
SWE,112.0,0,Student,Bachelor's Degree,CV issue,Citizen,0.0,15,1.5
SWE,308.0,1,Employed,Master's Degree,Interview skills,Citizen,3.0,60,0.5
SWE,11.0,0,Unemployed,Master's Degree,Tech issue,Citizen,1.0,10,1.5
Data,92.0,1,Employed,Master's Degree,Interview skills,Citizen,2.0,15,1.5
Data,334.0,1,Employed,Bachelor's Degree,CV issue,Citizen,0.0,30,0.5
SWE,0.0,0,Employed,Master's Degree,CV issue,Other,20.0,3,1.5
SWE,146.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,1.0,15,3.5
SWE,303.0,1,Unemployed,Bachelor's Degree,Interview skills,Other,2.0,6,1.5
PSO,13.0,0,Unemployed,Bachelor's Degree,Interview skills,Other,2.0,30,5.0
PSO,223.0,0,Student,"Some College, No Degree",CV issue,Citizen,0.0,45,3.5
PSO,112.0,0,Employed,High School Graduate,Interview skills,Other,3.0,25,1.5
SWE,35.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,5.0,10,1.5
SWE,344.0,1,Student,Master's Degree,Interview skills,Other,1.0,1,1.5
PSO,0.0,0,Student,Bachelor's Degree,Interview skills,Green Card,1.0,25,5.0
SWE,112.0,0,Student,Bachelor's Degree,Career clarity,Other,0.0,80,3.5
SWE,78.0,1,Student,Master's Degree,CV issue,Citizen,5.0,200,0.5
Design,112.0,0,Unemployed,Bachelor's Degree,Interview skills,Citizen,0.0,20,3.5
SWE,7.0,0,Employed,Bachelor's Degree,Interview skills,Citizen,4.0,50,1.5
SWE,0.0,0,Contractor,Bachelor's Degree,CV issue,Other,3.0,20,3.5
PSO,16.0,1,Student,"Some College, No Degree",Career clarity,Other,4.0,6,1.5
SWE,306.0,1,Student,Master's Degree,CV issue,Other,0.0,130,0.5
SWE,74.0,0,Employed,Bachelor's Degree,CV issue,Citizen,4.0,35,1.5
SWE,112.0,0,Employed,Doctorate or Professional Degree,Tech issue,Other,7.0,4,0.5
PSO,9.0,0,Unemployed,Bachelor's Degree,CV issue,Citizen,4.0,15,3.5
Design,277.0,1,Student,Doctorate or Professional Degree,Tech issue,Other,0.0,45,5.0
SWE,119.0,1,Employed,Bachelor's Degree,Interview skills,Citizen,0.0,10,1.5
SWE,118.0,0,Employed,Master's Degree,Career clarity,Other,1.0,25,5.0
SWE,112.0,0,Contractor,Bachelor's Degree,Tech issue,Citizen,1.0,30,1.5
SWE,285.0,0,Student,Master's Degree,CV issue,Green Card,3.0,70,1.5
